ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
768
ITEM: BOX BOUNDS ss pp pp
-6.6502451872036172e-01 4.2278819267736196e+01
0.0000000000000000e+00 1.4440000000000000e+01
0.0000000000000000e+00 1.4440000000000000e+01
ITEM: ATOMS id vx vy vz
398 -4.5019 -2.77802 -0.174193
416 2.88924 -2.70981 -0.321484
463 1.50226 -0.566398 -0.378598
477 -0.0765585 1.23222 -0.473367
400 1.93761 -5.23926 -2.79556
462 -2.69425 1.6537 -1.66426
480 1.43619 0.852053 3.09108
527 0.507533 -0.247915 -0.702696
541 -0.890612 2.94426 -2.54999
514 -1.24484 -0.329225 -2.50639
526 -0.36085 2.33144 1.96974
544 -1.15193 -3.081 -0.38503
591 0.590712 -4.55154 -0.197073
605 -0.282296 2.16463 -1.91405
589 2.39868 -3.5362 0.886761
590 -0.758336 -1.54464 -1.3457
608 1.14161 0.411324 -3.78201
655 1.69285 0.479409 0.793986
669 -0.159505 -0.582441 -2.52898
654 -3.58993 -4.87855 -2.42384
592 -0.208948 -0.873844 -3.35909
656 -3.85084 -0.00827093 -1.38522
641 -0.995436 4.98078 0.32565
706 -0.140219 -0.617297 1.8684
672 -1.4022 1.06983 -0.528789
718 0.581914 1.45295 -0.574808
719 -2.37162 -0.755996 0.783243
733 1.48659 1.81716 0.92827
736 -1.81116 -1.83886 1.89672
717 -1.76931 2.5335 0.367286
720 -1.48797 -0.479421 0.449521
34 1.04669 -0.969251 1.69081
33 -1.08259 -0.614906 2.09736
18 0.0685705 1.20325 0.848754
30 2.63713 5.12445 -2.34867
31 -0.909211 -3.30498 2.03306
45 -0.283009 3.14396 2.2344
46 -2.60744 0.51978 -2.33487
47 2.38922 2.6508 0.0676948
48 -1.14531 0.505868 -0.623775
97 -0.981891 -2.99491 -0.247719
82 5.14576 -0.795198 0.0123176
111 1.28722 0.438003 -1.2276
109 1.12095 -3.67949 2.86868
95 -0.519182 0.305383 0.160827
161 -2.69828 3.72694 2.39005
94 -2.98657 0.572156 -0.644158
110 -1.70821 0.895002 -0.0254977
112 0.736357 2.14931 2.12256
159 -0.998733 -2.96413 0.996583
173 -0.239813 2.54903 -1.50665
175 3.59781 -0.426613 0.0181336
225 3.38354 1.14842 -3.03609
162 -4.29602 -0.0950813 1.55956
146 1.05082 1.75593 -0.708662
158 -3.25534 -2.34784 -0.271183
174 -1.99565 1.42117 -1.97131
176 1.04228 0.58972 -0.46133
223 -0.00931927 0.662147 0.0849034
237 -1.72562 -0.4462 0.641185
239 2.20511 0.529765 2.26759
226 1.13924 0.771714 0.875598
210 -0.37665 0.78731 -3.71758
222 2.19624 -4.06176 3.17713
238 -0.280463 6.22006 0.460011
240 0.682636 -0.171048 2.99341
287 -3.40679 2.71958 -2.15297
301 -0.319059 -0.0582975 1.72428
303 -0.840078 0.666168 2.79766
286 2.00881 0.622929 1.22268
302 -2.37531 -1.07872 0.33487
304 -0.075951 0.921084 -0.810368
351 2.43013 0.570615 -0.33811
365 -0.802759 1.8146 -1.51041
367 3.3657 -3.52299 0.283482
417 -1.14287 1.63769 2.04654
338 -0.341079 1.77491 0.788791
350 -0.320898 3.94515 -0.321613
366 1.41532 0.1806 0.954534
368 1.61522 1.82795 -3.61041
415 -0.782796 -1.87468 -0.961253
429 -1.46543 0.618486 -0.85858
431 -1.06747 2.13882 -2.61661
414 -0.380181 -0.477535 -0.313115
430 -1.44634 0.662245 0.257949
432 -0.204624 -2.48578 -6.14221
479 -1.94295 -0.715218 1.23034
493 1.19542 1.27593 3.9178
495 -2.13403 0.779925 -3.04597
466 -0.727984 1.76566 -2.75301
545 1.23135 -0.3702 -2.73171
478 -0.923754 -0.159995 -2.11637
494 -0.951664 0.998011 0.170372
496 -0.0333564 2.54056 -4.2952
543 3.49532 -1.36515 -3.56979
557 -0.539487 -1.44835 4.25338
559 -0.456652 -4.7304 -1.19853
542 0.614381 0.311254 -1.10471
558 1.57205 -0.229653 2.4296
560 1.20909 2.16642 -0.130697
607 -4.13256 -0.609448 1.92761
621 -0.489741 3.22072 -1.89226
623 4.76219 -0.592 -0.746997
594 -0.218489 -0.373095 1.47775
606 -2.31954 -5.12958 -0.579361
622 2.47997 -3.72888 -1.35887
624 -1.05959 -1.46285 1.78223
671 2.97742 0.357896 0.832734
685 2.88227 -1.9159 -0.693404
687 -1.10785 2.02809 -0.184361
670 1.29191 1.07452 0.724795
686 -1.95899 -0.740644 0.220081
688 0.723261 -0.0240762 2.72237
734 1.04713 -0.556255 0.479845
735 -1.42007 0.336308 -0.50228
749 -2.49434 1.70922 -1.89499
750 -0.606385 -0.564541 1.67515
751 -0.318934 -2.37248 -1.83502
752 -0.663058 0.725346 0.579497
50 0.0251355 -0.696091 0.355011
1 1.52463 -0.52584 -1.29804
49 -0.0844581 0.566746 -1.53304
16 3.53406 1.13494 -1.9405
13 -1.97548 -1.42936 0.885487
61 2.95107 1.48004 1.77566
62 0.998972 0.891233 -2.87258
63 -0.38671 0.314263 -4.30049
64 -0.99938 -2.6053 5.20077
127 2.41847 2.24667 -2.86327
125 -0.145048 -0.483298 -3.71205
65 1.87006 1.55725 1.08561
113 -4.07358 3.28967 2.20483
114 -0.235004 3.34008 -0.824163
177 2.21818 -2.0251 -3.38658
141 0.998049 -0.665941 0.569299
126 1.25302 3.44517 1.70358
128 -0.925696 1.36128 -1.08571
189 0.948427 -2.42601 -3.50663
191 0.100095 0.0653598 -1.44129
193 0.141633 0.562492 -0.550575
241 0.286403 0.964152 2.19998
178 2.10312 2.39927 -4.11121
144 2.12626 0.349511 3.88794
205 1.54995 -2.31436 0.786305
190 -0.226243 -2.18139 0.24742
192 -1.14487 0.41259 2.67118
253 1.4911 0.250127 4.73975
255 0.73171 1.89971 -3.20543
269 1.8209 1.53289 -3.06253
208 -1.19669 0.970454 -0.0472884
257 -0.641692 2.7989 -0.27011
254 -2.93643 -2.02209 -3.78348
256 1.65865 0.0235562 -2.5175
317 4.06166 -3.88041 -1.52428
319 2.53069 -0.729473 1.07728
272 0.51991 1.66378 -1.87887
333 1.56399 -1.79922 0.53563
318 0.694723 2.38421 3.22326
320 2.13412 2.32977 1.9633
381 3.54737 -0.939391 -2.67843
383 0.62534 1.88787 0.724072
382 1.65224 1.10324 0.938918
384 0.359517 -1.81193 -2.90186
445 -2.39759 2.62868 1.6208
447 0.418193 1.49426 0.699994
461 -0.493818 0.226851 0.205245
449 1.34269 -1.13025 -0.462791
446 1.41621 -2.92204 -1.47776
448 -1.533 -0.983068 2.04263
509 -1.1697 -3.11844 1.9633
511 -1.212 0.00395996 0.636655
525 -1.91835 1.24364 3.88528
464 -3.08253 0.943793 3.24281
510 -1.54483 2.94737 3.56456
512 3.29392 0.847291 -1.82005
573 -1.01442 0.33535 1.54029
575 1.98783 -2.26153 -0.94059
528 2.182 0.715508 -1.32288
574 0.573229 2.83942 -2.34893
576 -0.0493729 -1.01325 0.791822
637 -2.74106 1.87612 -0.289435
639 -0.571324 -0.291726 -1.05555
653 0.291798 2.21153 -0.467133
638 -0.925246 0.427963 0.914415
640 -2.97096 -2.03011 1.76547
701 -0.529845 0.115154 -0.129123
703 -2.51939 0.795718 -1.22157
702 -0.214015 -2.67349 -2.09731
704 -1.92117 0.0676018 1.36336
765 2.27372 -0.807668 0.146943
766 0.687455 1.56008 0.487438
767 1.86549 -0.445269 -0.547945
768 -0.930691 1.01467 -2.38648
ITEM: TIMESTEP
700
ITEM: NUMBER OF ATOMS
768
ITEM: BOX BOUNDS ss pp pp
-1.0808680082822975e+00 4.2430461779021229e+01
0.0000000000000000e+00 1.4440000000000000e+01
0.0000000000000000e+00 1.4440000000000000e+01
ITEM: ATOMS id vx vy vz
3 -4.26092 0.49878 3.72601
6 -0.318435 0.989549 2.66127
20 -2.72038 0.391977 -0.262274
21 -3.29062 0.713572 -3.53531
5 -0.287959 0.497632 0.365649
4 1.25043 0.136889 3.92087
81 0.97787 2.56677 -3.36471
85 -2.05121 -3.30202 -0.340998
67 -3.34723 0.741415 -0.504259
70 -2.11866 0.66668 0.173133
84 0.155772 4.04266 1.84943
131 -0.0937471 -2.1495 2.47184
69 0.632371 -2.70967 -2.30649
66 -2.23614 1.12803 -1.55675
129 3.91081 -0.386109 -5.00629
149 -5.03692 5.31891 2.53779
134 -0.146373 1.20061 3.53745
148 -0.695688 2.91745 -0.45496
195 2.35698 0.298288 -0.603069
213 3.57095 -2.69312 -0.133503
133 0.651307 -1.082 -0.0176052
132 1.49516 -2.49871 -3.08439
197 -2.18409 1.71077 1.32315
209 -0.433532 -4.09914 1.34539
198 -1.38459 0.343734 -3.33187
212 -0.587973 2.47925 0.249604
259 -0.0685314 0.202159 -0.904419
277 3.16546 0.0318418 -1.40814
261 -0.361699 -1.14293 -3.07907
196 -0.0870333 1.2749 -1.10875
273 3.44951 -1.36006 1.58526
194 -0.253422 1.51336 -1.48789
262 0.700875 -3.72541 -3.37582
276 0.926749 -4.51852 0.90007
323 0.859886 -1.46007 1.57107
341 -2.43916 1.89766 -0.961382
337 0.116438 0.00812107 -0.836746
325 1.68887 -1.05018 0.603791
258 -1.03033 -1.94079 2.45962
326 -1.58641 -0.228571 5.29561
340 0.176871 -0.790443 0.0840686
387 -0.167391 3.49934 -0.996475
405 2.29347 3.09948 1.10742
322 -0.70437 -1.64222 1.69896
324 1.72607 -1.97113 -0.708955
389 -2.35007 -1.01922 -0.208495
390 0.856434 2.98056 -4.52581
404 0.338865 -1.22947 2.04511
451 1.80837 -1.90579 0.820693
469 -1.62496 -0.335615 0.180875
386 2.20637 2.18351 -0.539555
465 0.335784 1.261 -0.0085417
454 0.20084 -1.64572 -0.328573
468 2.43154 2.60642 0.397339
515 2.45389 -1.52771 3.15562
533 -3.51048 0.710406 0.203644
529 -0.351823 -4.23145 2.48178
450 0.749966 -2.57429 -1.30586
518 5.28415 0.191392 2.53312
532 0.321035 -1.58648 1.03577
579 0.556577 -0.806844 -2.27062
597 -0.850716 0.625289 0.582541
581 3.68559 0.547675 0.24369
582 1.24341 -0.331323 -0.447461
596 3.23463 -1.67525 -0.664872
643 -0.420037 0.274767 1.91367
661 -1.16306 -0.878101 0.0173915
580 -0.740823 2.12573 -0.748997
642 2.67304 -1.31437 -0.32609
646 -1.15247 -0.606402 -1.3138
660 0.961858 3.99945 -0.115514
707 1.51496 -0.774151 -1.10667
710 0.768881 5.42294 -0.271003
724 -0.904258 0.148189 -0.942848
725 0.593062 0.864034 -2.04337
721 0.293459 -3.95728 0.0124356
706 -1.15923 1.51551 -0.980257
19 0.338997 -0.936449 -1.74664
22 0.663792 1.98013 4.05881
35 0.591067 -2.28023 -3.96082
36 -1.49134 -0.998698 -0.182646
37 1.04684 1.24184 -1.96474
38 -0.732234 2.4746 -0.450887
99 -0.108335 2.45214 -1.16986
34 -0.227604 -3.00136 0.773422
33 -0.870763 1.21721 2.09009
18 2.62444 -1.56716 2.42506
97 1.68926 4.90174 -1.62103
101 -0.927238 2.06708 -2.87674
83 2.12375 -1.28143 3.26681
86 1.99685 3.44869 4.24002
100 -0.1446 -3.11793 -0.875089
102 -2.17258 -0.686052 -5.9156
163 -1.46026 1.44647 -0.651094
165 -0.750112 -0.418803 -6.36277
98 0.54436 3.0414 -1.86902
82 -2.28937 3.79061 2.22278
161 -0.0322752 -2.93501 0.354247
147 -0.886824 -0.889692 -0.211058
150 0.210015 -2.19779 1.29562
164 -1.19747 -2.60434 2.98577
166 -4.36394 2.40177 1.93685
211 -2.15784 -1.10407 -0.348189
227 -0.169497 2.80789 5.78395
229 -0.633786 -2.71137 -0.512057
225 -1.10779 -1.65134 1.52112
162 1.53908 0.148511 -0.57139
146 -0.260516 3.81087 2.11206
214 -2.76567 0.630583 -1.95465
228 -1.0628 3.61634 -4.14276
230 4.16172 1.0696 0.893918
275 -0.414226 1.21998 -1.46923
291 2.03198 1.1133 -1.2631
293 -2.24215 -2.67059 1.33267
289 -1.22728 3.66869 3.74597
278 -2.94196 -0.386159 2.11667
292 -3.71818 -3.54089 -0.975799
294 -0.326818 -0.641788 -5.17129
339 -1.98112 -2.42317 2.27757
355 -0.836773 -0.248318 0.548679
357 -1.85426 0.11056 1.81685
342 1.70989 -0.869392 0.786989
356 1.03603 -0.200225 -1.98562
358 -2.89528 1.19405 0.0975994
403 1.6651 0.892267 -0.495593
419 1.82458 1.94837 -3.26624
421 0.00321638 -1.59944 -3.38082
417 -0.131105 1.89056 -0.700949
338 2.52234 -1.99965 0.981253
406 -0.88034 -2.90181 -6.8985
420 0.0132971 -2.20525 0.0618892
422 -1.93253 2.25905 2.01943
467 -0.425729 3.30264 -0.0657802
483 6.80542 3.06538 -0.0514273
485 -1.99115 -2.34952 3.27802
481 4.65856 -0.0565601 -0.819759
402 4.16667 1.2403 0.0303382
470 -0.474843 -0.525578 4.95194
484 -0.427962 0.326474 -0.47644
486 2.36958 -0.21534 -2.85906
531 0.626843 -2.76105 -0.77381
547 -1.32884 -0.722824 -0.165848
549 0.0538302 2.32313 0.825282
482 -1.43032 1.61351 -0.654802
545 0.556811 2.27542 -2.58109
534 3.29268 1.36572 0.563566
548 2.67207 0.993649 0.907118
550 -1.43529 0.90381 -3.49818
595 -0.263067 -0.130628 -0.216683
611 2.02762 -0.578412 1.65912
613 3.90497 -0.94011 -1.24016
530 3.85551 1.85807 -0.828025
612 -1.53171 -1.23539 -3.39157
598 1.09513 -4.596 1.68103
614 -1.48246 0.725083 0.538801
659 2.32574 -0.859938 -0.43949
675 0.369515 -3.07085 -0.103492
677 0.192679 1.33321 -2.1072
673 -3.53014 0.551719 -0.248528
662 0.932968 -1.14262 0.0787919
676 -1.40197 1.81298 1.89111
678 1.27412 0.775472 -0.941277
723 0.789133 -0.813561 0.11563
726 1.50704 -2.56112 2.50475
739 1.39567 0.279348 -0.58676
740 0.640439 -1.42823 1.59349
741 2.43521 2.53163 -0.84963
742 -0.581605 0.129744 -4.43465
738 1.04394 1.23965 0.352461
658 -0.638757 -4.65692 1.08848
722 2.34041 -0.142539 -0.499025
737 -4.16894 -1.66175 0.307915
51 -0.212759 1.04447 0.0316781
52 0.525204 -0.906101 -2.30639
53 -3.15304 -0.104042 -0.441556
54 -1.37123 -0.610618 1.52427
117 -2.07115 -0.343397 -1.216
1 0.273028 0.460075 0.289578
49 4.2566 0.168093 -1.49208
65 2.52237 0.497931 -0.197662
68 -0.985491 2.49724 -1.19289
115 1.7637 -2.71059 -1.28309
116 -3.47618 0.929025 0.956217
118 3.82488 0.493981 -0.818726
179 -0.262244 2.70554 0.766197
181 0.00568425 -3.16734 0.631961
113 -1.18103 1.18636 -0.220497
114 5.15407 1.64396 -3.86357
177 2.11364 0.876621 1.06102
180 -0.504681 -0.562285 3.63082
182 -2.10109 2.24684 2.84662
243 2.35187 -3.34495 0.725537
245 3.76088 -0.501693 2.16784
241 4.43498 0.0514123 -2.35543
244 -1.1511 -1.74685 0.14016
246 -0.908198 3.36519 -2.47897
307 0.683544 -0.950829 1.54571
309 0.263773 -0.177591 -2.14713
257 0.988403 0.868956 0.446141
260 -1.92768 -2.98464 1.4564
308 1.20477 0.696735 -0.68303
310 -1.49744 0.189685 -1.75208
371 -2.00332 1.73582 1.58194
373 1.98418 -3.14847 1.42706
306 1.25693 1.00348 -0.45509
372 -0.973091 -0.341927 1.01854
374 -0.0207224 -0.706915 -1.21229
435 -2.4962 0.432877 -1.43181
437 0.00801954 -1.10275 2.53558
388 1.72174 2.23253 -0.922414
453 1.31454 1.87726 0.864803
436 -0.577931 -0.156243 1.38161
438 -0.728281 -1.34147 -0.909395
499 0.636531 -0.431325 1.63125
501 -3.54127 -0.0997982 0.0923619
434 -0.388951 -1.02979 0.533891
449 2.00736 1.85691 -1.22382
452 -0.462348 0.403512 -0.582461
517 2.51985 -1.60802 -0.586166
500 1.79746 1.21218 1.18443
502 -1.38322 -1.29566 -2.52016
563 -0.965791 -0.922544 -0.0456229
565 -4.38613 -1.48188 3.79045
516 -0.270046 -0.362599 2.96222
564 2.44954 -3.1907 -2.1489
566 2.37647 -2.77845 3.36825
627 -0.899868 -1.32792 -0.0475397
629 0.629038 -0.615011 -2.50719
645 3.81293 0.446203 -0.18455
628 2.85719 -0.835307 1.33175
630 -1.51378 2.38956 0.685575
691 1.79619 -1.95315 -0.214169
693 0.0580058 -0.568947 -1.76339
626 1.45691 -1.47311 0.712334
689 -3.40082 -0.927959 3.57409
709 -1.90123 -1.72425 -2.01489
644 0.427034 0.651326 -3.94677
708 1.21561 -1.69127 -0.82966
705 -0.899004 1.63316 -1.79595
692 -1.37469 0.74338 -1.80195
694 0.113591 -1.13758 2.69556
755 -1.71255 0.176297 -2.10965
756 -0.0897571 0.458998 1.52956
757 3.56251 -2.57809 -2.01538
758 3.03048 -0.117405 0.150599
7 -3.25841 -4.25396 1.80161
10 -3.07026 0.850248 -0.419537
11 -2.23169 -0.609212 -1.21293
24 -3.00477 -1.2443 -3.54764
25 -0.618828 -0.552201 1.62598
28 -4.3828 -2.80273 3.07921
12 -5.41543 0.0146587 0.213443
9 0.117911 3.84423 -1.83534
71 -4.57545 -3.68262 3.82946
89 -4.85741 2.56099 -2.13425
75 -0.91161 0.806575 2.46058
74 -2.31097 -0.129313 1.6881
88 -3.63921 -4.46559 0.936998
92 3.29703 1.13198 -1.95289
135 -0.878835 1.55664 1.99938
139 -0.840849 -1.94559 -0.931591
72 -0.953456 -1.6689 3.93661
76 -1.10801 1.08712 -1.41975
73 -3.18436 1.40164 -3.53787
153 -0.132942 3.11538 0.417009
137 0.527012 2.63595 -3.24688
138 0.744724 -0.327104 -0.575889
152 -2.77117 3.19643 2.47291
156 -0.107419 -0.200325 2.02515
199 -1.5592 -3.10156 -1.79955
203 -1.01063 0.0576927 -2.65959
217 2.17968 0.0268821 4.55377
201 1.46688 -2.98283 -3.73471
136 -0.990432 0.0580167 1.01843
202 -1.07794 -4.46762 -0.636751
216 -1.32766 1.15037 3.40245
220 -1.96495 -0.671591 0.0118502
263 0.243171 -3.47317 0.0376172
267 -2.39078 0.860628 1.04721
281 0.30873 -3.45584 3.95642
200 -1.00706 0.261987 -0.161049
204 -0.0803086 0.421946 2.43252
266 -0.120454 -0.32073 0.746824
280 1.43978 -6.27132 -0.588718
284 -3.49543 -0.796063 5.31134
327 -1.86393 -3.70297 0.223419
331 3.62866 0.776239 -0.623252
345 -0.393009 2.732 0.958548
264 -2.76124 3.53801 -0.587171
268 -3.55507 1.96881 0.81866
329 -0.473178 3.00873 5.20874
330 3.66238 1.62393 0.378361
344 -0.574186 1.24546 -1.042
348 0.216968 1.52026 -0.113216
391 -1.80075 -0.834809 0.946447
395 0.0241241 -1.0936 -2.63992
409 1.80039 -1.69574 1.21776
332 -0.900922 -1.05543 0.215116
328 0.518259 0.649684 0.834931
394 1.55226 0.807541 -1.58865
408 0.542154 -1.17097 0.765628
412 0.717752 -2.48905 -0.386155
455 -3.23471 -1.14348 -0.597376
459 -0.157028 -1.82363 2.23295
473 -0.539365 -0.856614 -2.64414
392 2.23889 -1.10861 2.59651
457 -3.70948 1.60173 1.26203
458 0.285308 0.477377 1.25213
472 2.27875 -1.65765 1.39427
476 -1.78726 2.76499 -0.406358
519 0.420203 -0.131264 0.613638
523 0.75793 3.11446 2.08112
537 1.92296 -0.45817 2.26353
522 -0.965247 1.53195 -2.04381
536 1.17439 -0.824302 -0.190432
540 1.34034 -0.896697 -0.0913457
583 0.815659 1.13389 -1.11596
587 -0.619234 1.01382 3.14589
601 0.476165 0.999496 0.548297
520 -0.615617 -1.93242 3.77294
524 -0.444822 -0.513942 1.74678
586 -0.607671 0.324288 2.49016
600 -1.60771 -1.6978 3.41084
604 0.139106 -1.0688 -1.24878
647 -0.734162 0.164243 -1.70173
651 0.87265 1.77102 -1.05028
665 2.95836 1.44758 -1.32158
650 -3.32898 0.211947 -0.0904116
649 5.37704 1.91083 -2.36774
668 -0.750447 0.11741 -2.97718
588 1.19151 2.87542 2.89127
664 2.56897 3.71085 1.43223
711 -1.21269 1.1988 -1.3193
714 1.5544 1.00709 0.436785
715 -0.670177 -0.154643 -0.638179
728 -0.39732 -0.0100038 -2.21433
729 1.83378 -0.137117 -0.306521
732 1.20699 -2.04038 1.14547
716 -2.17656 -0.451411 0.374356
652 -0.940416 0.752203 -1.059
23 1.17386 -1.24182 -1.78564
26 1.52842 -3.08543 2.42681
27 -0.395386 -1.1617 -0.366954
39 0.613287 -2.70183 -3.33613
40 1.09659 0.285455 -0.173921
41 -3.48922 -0.230763 -0.4217
42 -1.44529 -2.05578 0.709908
43 0.148876 -2.90731 -0.797322
44 4.00093 -4.52001 0.267831
107 -3.40246 1.29397 1.78821
103 -4.25704 2.1025 1.64838
105 -4.91035 1.13884 -4.02827
91 -1.41157 -1.02455 -1.10628
87 -1.48203 1.3747 0.674206
90 -4.08356 1.97447 1.68366
104 -2.69255 -0.67628 0.387776
106 4.53525 1.69538 -1.88559
108 0.868993 -1.0412 -2.46598
155 3.82145 1.46975 -0.815361
167 -3.17817 0.16869 3.93064
169 -2.18938 1.62365 -0.943916
171 0.528753 1.07881 2.31041
151 0.927003 -0.982264 1.52659
154 1.10502 -1.47152 0.00299548
168 -0.90808 -4.21729 -0.873035
170 4.13604 0.92423 1.65711
172 -1.78629 -0.192133 -1.01043
215 -3.09072 -0.322709 2.99051
219 1.65349 -3.47075 2.69421
231 -0.432591 -1.01525 0.248182
233 0.120425 1.46204 -2.4342
235 0.296149 -0.997691 -1.9612
218 0.564114 -1.37732 -1.65802
232 -3.08234 -0.453187 0.186106
234 0.0168389 0.364118 1.97429
236 -3.53425 -0.920962 2.2051
279 0.00769997 -2.39487 0.0866164
283 -2.80264 0.0624819 -0.310313
295 1.14338 -3.97562 3.58346
297 -4.46152 2.21537 -0.261219
299 -2.21512 1.12021 -2.15148
282 -0.344287 -0.31233 -5.3832
296 0.387727 0.927061 3.69733
298 -1.54169 0.310625 -2.25162
300 0.480155 -1.26783 -0.293764
343 1.8385 -1.49859 -0.412117
347 1.40177 -0.837048 -3.20371
359 -0.304274 -0.831638 -1.18773
361 -1.76407 1.06381 -0.0939847
363 -1.27254 3.79919 -1.17202
346 1.05634 1.70251 -0.297785
360 4.37568 1.27671 0.551512
362 -3.09469 2.70752 2.62002
364 -0.241918 -3.02343 -3.60117
407 3.73885 3.77039 2.38333
411 -0.0148986 0.75182 -0.290664
423 1.10527 -0.0273839 -0.393702
425 0.109633 0.588644 1.26804
427 -2.90374 -0.179436 -1.2792
410 1.62212 -0.685976 1.48189
424 -0.73376 -0.783668 -1.30542
426 2.28584 -2.07261 -1.06419
428 1.55067 -0.371908 -2.45414
471 -1.01807 -0.524137 -3.12702
475 -2.38181 0.875661 0.646571
487 -1.13626 1.18899 -2.78267
489 1.08186 0.939574 -0.296236
491 1.99769 -1.03438 0.16386
474 -0.909407 -0.719065 -0.396007
488 0.764585 1.23421 -0.721267
490 2.59489 2.69104 -2.07527
492 -2.67788 -1.48216 1.07976
535 -0.0391445 0.763431 -1.77464
539 1.23972 0.745944 -0.119088
551 -0.267674 2.08269 -0.522463
553 1.91198 -0.290534 -0.0750256
555 0.00608175 -0.809218 -1.85993
538 1.71889 -0.790675 0.994715
552 -2.73616 -1.64543 -0.447681
554 1.32083 -0.494384 -0.108371
556 0.996279 0.5802 1.93574
599 0.730966 2.754 -1.65827
603 3.11559 1.69871 1.33637
615 -0.133858 2.63788 -0.320152
617 0.515012 0.475736 1.88585
619 -1.00305 -0.134419 2.32137
602 -1.49573 -1.74803 0.10883
616 -2.27537 3.42854 0.734496
618 2.62786 2.50861 -1.85371
620 1.18894 -1.78793 -2.01751
663 0.976811 -1.32067 2.15504
667 1.25213 -1.36903 -1.07588
679 -2.8682 1.58409 1.49899
681 0.0113013 -2.02647 -0.652389
683 1.62495 -1.18971 1.96144
682 0.713096 0.788758 -1.19797
680 0.381563 1.41788 -2.57024
684 -0.706592 -1.421 1.09938
666 -1.38158 -2.59278 -0.392502
727 2.18784 -1.25019 2.17679
730 0.421454 2.5567 -0.356545
731 -1.59292 1.50843 3.35917
743 2.32142 2.12087 2.6219
744 1.06341 1.1977 1.30952
745 0.692205 2.45344 0.0618003
746 0.733555 -0.434309 2.30344
747 -2.2478 0.931506 1.8252
748 1.92194 1.84808 0.119456
8 -2.73623 -1.25485 -2.8081
55 -1.0895 0.278117 0.272654
56 -4.45802 -0.070448 -1.33279
57 0.790404 1.4927 -2.05163
58 3.29545 -3.32826 -3.38904
59 -1.55271 -3.19923 -1.94188
60 -1.53927 -3.04535 -1.82917
119 1.02476 0.285955 3.73591
123 0.667529 1.29101 5.06271
121 0.85983 1.02452 3.93799
120 1.33917 3.41579 1.02166
122 1.85866 0.272089 0.889085
124 0.717238 -0.0828758 -4.55844
183 -0.13965 -1.72757 0.753109
185 -1.18007 4.13367 -2.22348
187 -0.555624 -1.88512 1.84072
140 0.725859 1.31886 -0.517516
184 2.5392 6.09366 -0.711529
186 -0.596613 0.522711 -0.262644
188 1.29838 0.492994 -0.170466
247 0.169386 -2.21351 -2.99314
249 -1.1522 -3.66099 0.928063
251 -0.0126298 0.98281 1.92735
265 0.0122748 4.84517 1.83809
248 -1.97444 0.485455 -3.06842
250 2.10826 0.788489 1.0885
252 0.520779 0.410642 -1.64853
311 1.11148 0.0447343 3.24853
313 -0.97065 1.02631 -2.09554
315 -2.54433 -4.55073 -0.280045
312 5.27583 1.68367 -1.30232
314 0.461411 -1.54443 -2.22749
316 -4.24607 -3.0578 -0.579632
375 -1.42097 0.508649 2.02603
377 0.236274 0.019943 2.53561
379 1.94154 -3.11076 0.787973
393 0.151224 0.715907 -2.50892
376 -2.87885 1.671 -1.90769
378 1.9697 -4.91591 1.45415
380 -2.223 1.63626 -2.11292
439 1.0826 1.18893 1.50539
441 -0.379993 -0.210569 -1.23983
443 1.43892 3.75508 0.155447
396 -2.08079 -1.61216 1.19634
440 0.521856 -0.324032 -1.68486
442 -0.196312 -2.0139 1.89574
444 -1.3828 2.30626 -0.489164
503 1.2082 0.824582 -4.4306
505 4.25225 3.71168 -1.43106
507 0.0826804 -3.37703 -2.23069
456 0.710006 -1.46187 -1.20428
460 3.56191 -0.698575 2.64908
521 -0.0686842 -0.205512 -1.10274
504 -0.427324 -0.135451 -0.608762
506 2.09257 -1.28033 1.41467
508 -2.21553 -1.22473 -0.810377
567 -0.548193 1.54542 0.397426
569 2.13195 0.384066 -0.232561
571 0.256068 -2.20139 -0.646772
585 1.0343 0.428125 1.28229
568 -0.371767 0.0736906 -1.23608
570 1.33621 1.48233 -3.40341
572 -2.73524 -1.66103 -1.12717
631 2.18943 2.90001 1.48851
633 -1.89567 -0.781761 2.20448
635 -4.0488 -1.28297 0.550631
584 -2.15678 1.1189 -1.63692
632 3.19363 -0.599212 -2.03292
634 4.99544 0.984223 2.03796
636 1.10966 -2.17756 1.28177
695 -3.4667 0.855229 0.292819
697 2.49474 0.707638 -0.736344
699 1.21612 1.12331 -3.42995
698 0.177854 1.64356 2.31141
648 -1.20709 1.70678 -0.614965
700 1.84589 -1.26671 -0.111806
713 0.656417 2.33322 -0.0101526
712 2.30353 1.5002 -1.20474
696 0.398107 1.29725 2.49521
759 0.891769 -1.58183 0.128773
760 -0.944506 -2.00698 -0.568687
761 0.372914 2.45178 -3.25608
762 -0.263869 -0.982078 0.885792
763 2.70956 -2.43949 3.1484
764 0.1499 -0.131311 -0.779872
2 2.21551 -2.11968 -0.501221
17 1.71363 3.51186 -0.920848
14 -0.251213 1.85512 -3.65528
15 -2.07295 0.949997 -5.08063
29 -0.706624 -0.131955 -1.6558
32 0.741446 -1.38967 -1.78631
16 -1.39201 -1.96674 0.404673
79 0.689825 -2.17124 -0.818509
77 -0.161699 0.481012 3.65952
93 2.74394 0.57696 1.22833
