ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
768
ITEM: BOX BOUNDS ss pp pp
-6.6502451872036172e-01 4.2278819267736196e+01
0.0000000000000000e+00 1.4440000000000000e+01
0.0000000000000000e+00 1.4440000000000000e+01
ITEM: ATOMS id vx vy vz
78 3.82316 -1.97712 1.30255
96 -0.875399 2.05633 -0.820744
143 -5.66465 3.17507 -0.819021
80 -4.69827 1.23115 -2.59441
145 -0.434322 -1.66424 0.941934
157 -0.148118 -1.16371 0.060141
130 1.23266 -2.4692 -1.75197
142 1.80244 -0.56714 2.35357
160 -2.26311 1.41295 1.97324
207 0.470145 -0.266775 -1.82969
221 1.06786 1.76254 -0.407387
144 -4.28541 -0.0926823 0.949212
206 -0.498775 0.663519 -1.57935
224 -4.57016 3.37722 1.64247
271 -0.520836 -0.323041 5.164
285 -2.02458 2.51852 -2.58535
269 -2.55788 -1.93633 -0.931663
208 -0.501882 2.43532 -3.2195
321 -1.19541 0.313717 -2.58267
270 -0.300985 0.804913 -0.405174
288 3.1629 -0.162143 -1.0828
335 1.03378 1.05501 1.28676
349 -0.307715 0.896002 0.718767
333 0.826258 1.46129 -0.519799
401 -0.0680617 -3.10723 3.92451
385 -0.00179916 -0.684142 1.9028
334 1.2921 3.32488 -2.62395
352 -1.57381 -1.70151 1.86788
399 -0.246022 -0.770612 0.952122
413 -0.524113 -2.64889 2.59457
397 1.10719 2.92488 1.21945
336 0.965451 0.0587895 -2.00259
398 3.19511 -1.67751 -1.56198
416 0.65677 -1.84583 4.31332
463 0.470066 -1.11634 -3.01779
477 -0.478009 -2.92696 -2.2546
461 -0.101892 -1.18729 -1.60052
462 -0.692263 0.243225 -2.46274
480 1.96374 1.05866 1.42901
527 -1.31229 2.37387 1.23949
541 -0.14143 3.19778 3.83491
525 1.54308 -0.408934 -2.39042
593 1.90065 1.76572 -0.214299
577 -1.38254 0.634265 1.91188
514 2.03713 0.911949 0.681232
526 0.359755 -0.00131943 -0.827742
544 -0.846795 1.68737 1.21079
591 -1.19138 1.03451 2.89388
605 0.837389 0.889515 -2.79484
589 -0.928871 0.181759 0.454175
657 6.15274 1.70675 -0.150137
578 -0.250413 1.05828 -1.92694
590 3.59699 1.95983 -3.24709
608 4.47508 -1.00242 0.214478
655 0.932388 -0.831724 0.274732
669 -0.35559 0.812774 2.77447
592 1.48345 -1.1074 0.446932
672 1.90947 -0.380377 0.0273841
654 0.270604 -1.43046 1.46097
656 -1.72908 -0.0275866 0.33813
718 -1.71958 -0.170181 -0.636842
719 -0.300523 -2.25252 -0.153608
733 2.84588 0.168438 3.61258
736 -0.662746 -0.473649 -1.57868
717 1.81739 -2.32054 1.19014
30 -1.91415 -1.35934 -0.109203
31 -2.02321 -0.156364 -0.455216
45 0.309792 -3.26891 2.04073
46 -4.44965 3.32282 1.70693
47 -1.7076 0.508402 -3.25806
48 2.12337 4.44985 -1.69231
111 -1.77884 -2.82146 -2.14758
109 2.22489 1.09699 -3.01355
95 -0.0914087 3.62121 1.94048
94 -4.1996 1.76073 5.1852
110 0.608138 1.9922 1.65611
112 0.427899 -0.674166 0.880117
159 0.889627 -2.60425 0.774903
173 -4.09173 -1.62461 -0.396068
175 0.872983 -1.36753 -1.90749
158 1.13067 0.502451 -1.76557
174 -1.09116 0.645833 1.79261
176 -1.95765 -1.13618 2.00706
223 0.525137 2.67504 -3.50526
237 1.44266 -1.7747 0.32119
239 3.19906 1.82753 -0.317088
226 -2.07849 -2.55604 3.18988
210 1.05184 0.043931 2.86988
222 -3.81209 -0.31295 -3.96534
238 -1.51303 -0.400527 -0.443608
240 -0.715927 -2.96478 -2.38722
287 -0.850467 -2.5341 -1.69823
301 2.02185 2.376 1.65905
303 -1.79224 0.973772 -0.0819735
274 0.889431 0.321486 0.131986
353 0.108024 2.62986 0.0602323
290 -0.29748 -0.241881 2.72665
286 -5.28143 -0.681571 1.21868
302 -1.21156 -0.46167 0.935028
304 -1.89784 2.98897 -3.56679
351 2.47038 3.79211 -0.567124
365 3.581 6.04626 1.92171
367 -0.907519 -4.12234 -1.20024
354 -1.58505 -0.0786244 -1.92782
350 0.953123 -0.170074 -0.38818
366 -3.38135 -0.616618 -0.0765962
368 0.688247 0.144394 -1.93047
415 3.15591 -0.717186 0.304216
429 0.59795 -1.99787 2.94377
431 -0.657773 3.23733 2.42349
418 0.710743 0.260341 -0.857265
414 0.280559 -2.54185 -0.70827
430 -0.890542 1.36519 -0.448886
432 -0.497856 2.66916 3.20276
479 -0.326494 -1.3935 -2.98329
493 2.11493 -0.336939 3.54189
495 -3.55642 0.262372 1.53712
466 1.48663 -1.327 1.42319
478 3.62576 2.74462 1.74965
494 -0.0994073 0.338093 -1.29239
496 3.97562 -1.07044 -0.0718296
543 1.68707 -4.47087 1.39561
557 1.12952 -1.62065 -0.983594
559 1.73275 3.0666 -0.448322
609 1.40114 -0.402329 -0.614286
546 3.77053 -0.5059 -1.60014
542 3.17688 -1.78988 1.62644
558 -2.83715 -3.21281 -3.24039
560 -1.37927 0.039566 -0.660063
607 -0.411766 0.2807 1.6727
621 3.12577 -0.814883 2.19823
623 3.87779 1.69052 -3.53118
610 -1.34286 2.23925 -3.06686
594 0.296364 1.66287 0.981291
606 -0.645183 -0.493663 -1.32008
622 2.19645 -0.403755 0.402247
624 0.804071 0.257977 0.0749179
671 2.57042 1.18545 -0.813631
685 2.44352 -0.651798 0.729185
687 -0.788942 1.43931 3.24333
670 -0.949441 -2.53748 -1.55291
674 0.561505 3.14892 4.54382
686 0.447535 -2.07703 0.47456
688 -0.607864 -0.862484 -2.46608
734 0.66287 -2.02898 1.26401
735 -0.937306 0.485033 2.10682
749 -1.37367 -0.00735142 -1.99267
750 2.14919 0.446684 -2.67947
751 -0.853105 -2.08543 3.18437
752 0.620167 1.31615 -2.83895
50 -0.014762 2.58779 -0.43065
13 -2.03697 0.0281198 -2.64297
61 -0.970371 -0.392243 0.498783
62 -3.6616 1.55714 1.92551
63 -3.95851 -0.914133 2.2116
64 -0.856909 0.720938 1.35244
127 -1.63016 2.45756 -1.19719
125 -1.07979 -1.52318 2.55599
141 -3.62773 0.895281 0.739065
126 0.688903 1.00502 -0.306465
128 -5.32711 -1.79545 -1.11763
189 1.80441 -1.12451 -0.341115
191 0.33326 -4.19711 -4.08876
193 -0.401834 1.18742 1.62111
178 -3.33011 0.338817 -2.5772
205 0.673126 0.490679 0.977642
190 0.387679 -4.0735 -0.921844
192 -3.60824 -0.4756 -3.06435
253 -1.28426 -1.80587 -1.8546
255 0.235741 1.2767 1.46092
242 -2.24979 -0.946118 -0.743405
305 0.135352 -1.42596 1.02839
254 -3.0805 -0.932476 -1.96699
256 -0.539435 -0.286431 -1.61896
317 -2.49718 -0.930401 1.98201
319 0.238707 0.509974 -1.19092
369 2.55761 -2.42212 1.16193
272 1.89006 -0.673796 -2.1615
318 1.67381 2.49863 2.86515
320 -2.10406 -0.74873 1.10625
381 -0.126923 -0.522 -2.11211
383 -0.901646 -1.17525 0.93076
370 0.840331 0.312516 -0.750632
433 0.0939425 -0.206412 -0.63964
382 -1.53155 0.833918 -1.09044
384 0.108606 1.22399 0.707481
445 0.401694 -1.42404 0.787443
447 -1.22369 1.59562 0.509512
497 4.15935 1.72478 -1.26295
400 1.64445 -1.53297 -1.03295
446 1.10699 0.740938 1.4384
448 -0.255632 1.85979 -4.4655
509 -2.03527 1.71673 -0.244853
511 -1.24112 0.76948 2.76347
513 -0.922288 0.81816 -0.0262805
561 0.91848 3.09434 0.586274
498 0.169236 -1.59169 -0.414097
464 0.646022 -0.88862 -0.304338
510 -1.66643 -0.826318 -1.87042
512 2.8554 0.851144 1.11532
573 0.0594004 0.520565 1.8394
575 0.833611 1.18467 2.65134
562 -1.34753 1.09516 -0.877586
625 2.65916 -0.447379 0.602414
528 2.87792 -1.73457 1.12423
574 -1.72497 -0.334853 0.982594
576 -0.375757 -1.34016 2.5863
637 -0.431841 -2.05499 0.787297
639 -0.741731 -1.65096 1.60918
641 -0.960123 0.410727 0.122594
653 -1.05217 3.20606 -1.01168
638 -2.49944 -2.82203 1.41836
640 -1.11099 -1.37683 3.22675
701 0.625052 2.14851 0.0607799
703 -2.03959 1.76232 -0.848662
702 2.64059 -0.628007 0.0168703
690 4.21156 0.149238 -4.51029
754 -0.902783 1.63507 -0.723752
753 0.763995 0.885045 2.39382
720 0.117911 2.23752 1.14813
704 0.622915 2.25202 0.113929
765 -0.992537 0.678375 0.692775
766 1.52931 2.85809 2.13158
767 1.68835 -4.06589 0.384686
768 1.04818 -5.02623 1.64148
ITEM: TIMESTEP
800
ITEM: NUMBER OF ATOMS
768
ITEM: BOX BOUNDS ss pp pp
-8.0199232281317734e-01 4.2140562625054052e+01
0.0000000000000000e+00 1.4440000000000000e+01
0.0000000000000000e+00 1.4440000000000000e+01
ITEM: ATOMS id vx vy vz
3 5.1773 3.03053 1.08356
6 -0.880439 -0.177392 3.80212
20 -0.741989 3.01585 -1.95256
21 -3.11944 -0.43481 -4.57662
81 1.59988 -3.69202 -2.49249
85 0.55411 1.64293 2.30572
69 1.18968 4.91296 -0.101362
1 -0.959307 1.44762 0.882284
17 3.34183 1.37602 1.70372
67 1.69984 2.16188 -0.883228
70 1.90309 -2.61868 -0.143872
84 -0.281501 -0.425233 -3.48754
131 -0.323582 -0.168906 -0.401083
149 0.737561 -0.935324 0.552594
133 -3.97899 0.0287753 -4.79707
68 0.555625 -2.39235 -4.35891
145 -1.68634 -2.73375 1.9029
134 -0.39564 -0.359873 3.61321
148 -0.924955 1.6323 1.52889
195 0.103434 -2.44154 -0.691645
213 2.81661 1.95746 -2.18808
132 -4.43336 -1.9749 3.78885
209 -0.342111 1.49767 1.83654
130 0.162027 -1.38536 1.26278
198 -0.392782 -1.5312 -2.32682
212 3.57952 2.33576 0.00151358
259 1.08371 0.453512 -3.1959
277 -1.96806 0.269843 0.734871
262 -2.07297 -2.59293 -0.424617
276 1.59429 -3.9055 1.33575
323 -0.19024 0.156096 -1.51432
341 0.380369 3.87404 2.38251
337 0.463282 0.765766 -0.0608843
325 -0.549386 -1.98614 1.46143
326 2.45592 -1.4018 3.79357
340 -2.09614 -0.115843 1.64852
387 0.756616 3.35702 -0.791421
405 -0.37989 -2.2614 -1.89592
322 0.409902 -1.55018 0.36039
401 -0.785158 -0.867321 -1.88607
385 0.664453 -2.87942 -1.50421
390 -1.83908 -3.93978 0.306657
404 -0.828973 -1.23964 -1.12143
451 0.851713 -1.67855 0.513544
469 -1.65276 -1.574 0.92088
386 0.881951 -2.80121 1.57387
465 -0.651584 0.257982 0.819926
388 -3.00377 -0.94884 0.863151
453 1.35631 -1.77675 2.31289
454 -2.24873 0.617009 -3.04161
468 -1.83208 -0.194317 0.369288
515 1.04226 0.70766 -0.055154
533 -1.01493 -3.81659 0.390463
529 -0.257575 0.87531 1.35967
450 0.441476 3.22315 -0.594196
517 -0.660271 3.20758 0.715221
518 -0.584138 -1.02068 3.81647
532 -3.39628 -3.91099 2.32858
579 1.87141 -1.40707 2.62917
597 -2.07957 0.612734 -1.42553
581 -3.07692 0.626272 -1.39748
516 -3.46268 -3.03407 -0.930265
593 -0.644513 -0.599631 -1.60852
514 -1.84216 -0.863106 2.36482
582 -2.2534 4.82451 -0.627278
596 2.75856 0.192248 0.0254663
643 -1.26071 0.744867 -2.80125
661 0.157269 0.724245 -0.985706
645 2.52307 -1.84008 -1.94452
578 -3.68415 2.83319 -0.880285
646 1.25514 0.19487 0.0976632
660 -3.12859 -0.455655 0.676968
707 -1.5285 -0.987085 1.72305
710 -0.0161631 -0.46987 0.342721
724 0.428979 1.22546 -0.807345
725 1.22767 0.932439 1.7373
644 -1.15554 -0.978459 0.537976
19 2.00524 0.151733 1.93481
22 -4.61527 -3.4737 -0.674169
35 -1.77354 2.78625 -0.50428
36 -0.917965 0.697962 -4.14142
37 -0.639815 -1.21761 0.377165
38 -2.0022 5.78668 -0.96012
33 -3.123 0.722595 1.77107
99 -1.39392 -2.71604 -0.488013
97 -1.64666 3.68696 -1.1351
101 1.67478 -2.41698 -5.67012
83 -0.785529 0.255436 0.353351
86 -2.47151 2.0117 -1.52466
100 7.38378 -2.8285 -2.40426
102 -1.60294 1.44123 -3.93716
163 -2.88101 0.742882 -5.10232
165 -3.36815 2.07485 -6.23382
98 1.64169 -3.77801 0.869581
82 0.721762 4.14136 2.97689
161 1.47024 0.934178 3.61163
147 -1.46596 -2.45847 3.35476
150 0.901196 -0.703401 -1.26426
164 0.252777 1.03814 0.736475
166 0.266703 -1.64385 -0.0425496
211 -0.101266 -1.23644 -0.529749
227 0.148743 1.20384 -0.192823
229 3.96497 -4.72862 -1.3138
225 3.79116 4.40087 0.418192
162 0.372239 -0.940062 1.43477
146 1.67724 -2.64962 -3.41881
214 0.952955 2.13501 1.51748
228 -0.0300903 4.25442 -0.830442
230 0.437869 0.952985 -1.13657
275 -1.65135 0.143319 -2.5546
291 -3.45752 1.59142 0.0965421
293 0.236375 -1.87161 -0.364226
289 4.48342 -1.19033 -1.23924
226 0.190897 4.09156 2.69775
210 1.2499 1.02508 3.00249
278 -0.178806 0.711206 -1.12472
292 0.296659 2.70495 5.11929
294 -3.1152 5.75865 1.16108
339 2.14652 -2.1451 1.25845
355 -2.25651 3.60239 -1.35834
357 0.274162 3.35691 -0.143551
274 3.07551 1.71324 -3.50303
353 1.0516 -1.28084 1.25947
290 0.95587 -0.027372 -0.737362
342 0.143774 -1.3915 -2.228
356 -1.19623 0.631297 -1.89183
358 -2.79483 -2.48086 -0.108032
403 -0.336206 -1.58489 -0.842946
419 -2.26744 0.809646 -1.63373
421 -0.0565739 -4.76005 -0.55937
338 -2.76619 1.61654 -2.3075
354 2.63981 0.113174 -1.24262
406 1.63083 -4.918 0.455828
420 1.72795 -4.86422 0.0977482
422 -1.10733 -0.00383905 -0.0749704
467 -1.61293 3.11254 0.631174
483 1.47118 -0.998239 0.848458
485 0.308522 -0.781932 -1.77077
481 -0.976298 -0.652836 -0.0869541
470 -1.2997 -1.52588 1.27868
484 -3.86058 3.94616 1.45222
486 0.741705 -0.645185 2.64508
531 -0.37629 1.63702 0.994719
547 2.93525 -3.4322 0.0166587
549 0.335265 3.44726 -2.08439
482 -4.72657 1.23699 0.721872
466 1.63899 -1.35874 2.10263
534 -5.85514 0.567112 0.0447945
548 -1.53794 -1.34284 1.13838
550 -1.28605 -0.805461 -0.327266
595 0.23123 0.406135 1.78453
611 1.03367 -0.318834 -3.0416
613 2.16491 -2.38304 -0.661643
530 -0.788945 -1.64852 -0.479434
609 0.178024 0.451732 -3.07986
546 -1.9751 -1.98785 0.878711
612 -2.57071 0.22561 -2.52722
598 1.68274 0.253405 0.647354
614 -1.74871 1.16353 2.02179
659 -2.17234 -0.242718 -0.372056
675 -1.90843 0.221052 -0.775393
677 -2.36768 1.10677 0.702021
673 -2.31345 -2.45004 0.634181
678 0.395426 -2.40299 0.663756
662 -0.455204 -1.05171 0.0830074
676 0.538932 0.266345 4.11609
723 0.352202 1.82478 -0.495301
726 0.602719 1.48236 -3.12877
739 -0.259202 0.785192 0.956436
740 -0.399729 -0.844769 0.297374
741 -2.26357 0.713362 0.545155
742 0.00115763 -2.44706 2.14409
738 1.12137 -1.28184 -2.49579
737 -0.0344492 -2.29695 -1.61142
5 0.277407 -3.19183 1.16376
4 -0.522136 0.15679 -8.01233
51 -3.36527 3.62279 -0.326453
52 0.94389 -0.936715 -1.76565
53 1.2228 -1.34934 -1.20971
54 0.052655 -0.569526 3.71214
49 -0.0132462 1.4437 -0.550553
129 1.67234 -0.632711 0.967481
117 1.1837 1.84688 -0.963255
65 2.75847 -2.75637 -0.277128
115 4.45356 -0.139805 0.356733
116 1.75575 1.22775 -1.13847
118 2.42142 2.17524 -0.751982
179 3.86612 -0.481498 2.47424
181 1.21528 -0.0159642 1.18709
197 -2.69516 -3.31482 0.603639
180 2.19916 2.50217 0.541267
182 0.374691 -1.88074 2.35902
243 3.25766 -2.40959 2.37664
245 2.5135 0.355743 0.130002
241 -1.55474 -1.09314 -5.48343
193 -0.120619 2.73076 2.51347
178 2.63823 -1.23849 0.927576
261 -1.82677 -1.60236 2.45579
196 1.219 -0.998337 -0.0216621
244 3.30409 0.493426 -0.358943
246 2.03953 6.67712 0.43282
307 -0.261719 -0.268859 0.168087
309 -2.06601 0.208928 -2.52159
242 -3.10796 -1.55766 -0.838557
305 1.62746 2.33029 -0.954054
260 -0.88169 -0.935608 2.0628
308 -1.65769 2.09482 -5.05712
310 -1.91376 -1.92692 0.793905
371 1.08992 -0.10584 -0.500351
373 1.72013 0.0675246 0.9998
306 0.326933 0.399027 -0.216903
321 0.572766 1.57423 -0.0463939
324 -0.327152 -0.473686 0.348301
389 3.60286 0.157451 0.569676
372 1.15434 1.73543 0.149168
374 -0.97922 1.0579 -1.45723
435 0.754535 4.33355 -1.98439
437 -0.727556 3.09187 -0.626989
370 1.89112 2.04569 0.576975
436 -2.88939 -2.05624 -1.17023
438 -2.0104 -1.47656 -2.21203
499 -1.20955 -1.5518 -4.04024
501 -0.968378 -3.17771 1.42584
434 -1.18342 -0.127673 -1.59832
497 0.68097 1.06731 -2.51076
452 -0.604518 1.09411 0.54439
500 -1.10895 -0.32126 0.329462
502 -4.30121 -0.167947 -1.33416
563 0.474721 -1.47634 2.44529
565 -0.806371 -0.513848 0.656785
564 -1.7302 -4.45645 0.415561
566 1.0364 1.11767 1.72868
627 -2.4805 0.0225129 -0.752597
629 -3.59606 -1.02179 0.213399
562 -0.165827 1.05763 1.92649
580 0.753644 0.229688 2.5733
628 2.43564 0.870415 0.709991
630 -2.32572 -0.965385 0.573488
691 -0.155026 1.77215 1.55097
693 -1.63503 -0.184984 -2.22544
709 -4.13156 0.111893 0.436413
708 1.42854 -0.649797 1.75404
692 -1.52165 -0.94414 -0.500553
694 -3.24633 -0.292343 2.10843
755 -3.03236 -0.197404 1.83199
756 0.29934 -0.985027 -1.81881
757 -2.13703 -1.32997 1.75315
758 -1.29456 3.74898 3.6169
690 -0.822207 0.0953858 0.478272
7 1.91503 4.74921 1.10912
10 1.81881 -0.622511 -1.09241
11 4.80968 -3.21507 -1.29715
24 2.29304 -0.513133 -2.37748
25 3.70731 2.92566 -0.192887
28 -0.572039 0.392536 1.24905
12 1.75637 -1.15912 -4.2048
75 0.717732 0.176034 2.17917
71 4.25711 -0.606463 0.654897
89 -0.59671 1.20266 1.64922
74 0.2036 0.787927 -2.12048
88 3.3689 -1.30021 1.52534
92 6.98666 -2.37702 2.3087
135 1.8512 -1.07037 -0.247641
139 2.05586 -0.562877 -0.478796
76 0.865918 -1.39223 -3.43993
153 5.68807 -2.26989 -0.827994
138 -0.167864 -1.80954 1.20844
152 1.60207 3.14598 1.81109
156 -1.47176 -0.127222 -5.08243
199 4.44101 -1.98763 -2.24284
203 -2.17782 -1.49311 -0.788032
217 0.820253 1.90706 1.0463
201 2.19249 -0.114272 -1.6307
136 2.13787 -4.08925 -0.851197
140 2.8046 -0.111819 1.08992
202 -0.181937 -1.65758 -2.61468
216 3.91442 1.32627 0.987451
220 2.62429 0.59931 0.274681
263 0.991681 3.08093 -1.1269
267 -3.89654 -1.53051 2.46588
281 4.85342 0.248809 -1.0028
204 2.08183 -2.56742 2.01048
265 -0.606223 2.17958 -0.64988
266 0.516283 0.540757 -1.19439
280 -0.179723 2.22798 -0.0621353
284 0.256937 1.65466 -2.01687
327 1.10825 -3.42467 1.14595
331 1.84436 0.39532 1.08793
345 -2.97917 2.05798 0.774684
264 4.60915 1.01347 -0.546552
329 -3.47197 -1.58391 2.90597
330 -1.635 -3.49331 -3.30604
344 -2.96841 4.49167 0.306834
348 -0.973249 -0.378797 -2.79019
391 0.745631 3.53975 1.13421
395 0.405454 -0.486227 -0.521686
409 4.33857 -4.0583 -1.77994
332 -0.720652 0.305746 1.56101
328 -1.6133 -0.113449 -2.63316
394 -2.75498 -3.69738 -0.151065
408 1.63693 1.19493 -1.31407
412 -0.892791 2.17302 -3.27789
455 2.50515 -4.94416 0.395073
459 -1.23061 -0.811415 -2.367
473 -0.895376 -0.402417 -1.37843
396 1.90282 -2.76054 0.198065
458 -1.19675 1.05899 1.81746
472 3.29426 -2.79035 1.12521
476 -0.828472 0.343655 -1.7248
519 -1.30528 -2.80549 -3.49498
523 -0.46968 -1.99411 1.50772
537 -0.694284 0.362165 1.64416
456 -1.42419 1.72333 0.57793
522 -1.94129 3.01905 -1.18142
536 -1.14404 0.361596 -0.849785
540 1.63617 1.05333 3.3272
583 1.0906 -2.90225 1.14877
587 -1.31798 -4.09427 -3.27201
601 -0.262714 -0.656099 -1.36696
524 1.56252 1.21755 -0.622292
586 -1.11186 -0.658708 0.178738
600 0.730611 -0.672713 -0.452881
604 0.983652 -0.0641097 0.246819
647 -1.74895 1.39141 -3.46291
651 -3.32127 -1.61991 0.652611
665 -2.68803 1.2958 -0.519783
588 0.220529 -0.528099 2.48078
584 -1.46269 -1.31837 -1.38579
650 -0.355964 -0.535112 -1.01838
668 0.322234 -0.936862 0.227367
664 2.46129 -0.225574 1.47731
711 -0.43713 4.26229 -1.22801
714 -0.16181 0.196476 -0.111562
715 -1.30244 1.56278 1.30085
728 -0.903061 -0.402508 -1.89619
729 -1.25201 -1.1236 0.822708
732 0.135257 0.39883 -2.28602
712 -1.0191 -3.28383 0.407551
23 -0.226624 0.410522 6.46166
26 1.87644 -2.77981 2.17453
27 1.32081 1.11735 3.55553
39 -0.766875 -1.98757 -1.28332
40 2.17846 -1.90472 1.15351
41 -2.01468 2.0913 4.67565
42 1.44261 -1.75591 2.67571
43 4.9791 1.30542 -0.615333
44 1.17323 -4.422 1.34133
91 6.47281 -1.04782 0.141635
87 -0.877455 -0.318285 2.62639
107 -0.760702 -0.265685 2.15155
103 -2.53398 -1.20697 -0.687428
105 1.0206 1.4047 -3.73764
90 3.82641 -0.596529 0.341709
104 0.876069 -1.11254 -1.21282
106 -4.90876 0.294631 -0.0426149
108 2.66309 0.589757 -2.2855
155 -1.36175 -0.772285 -1.71648
167 0.549541 -3.39114 0.166864
169 3.08721 1.00318 2.63932
171 4.50029 0.665629 0.313825
151 2.75955 -0.582906 1.60703
154 2.42085 2.56612 2.99913
168 -1.98471 0.666877 -1.14193
170 2.00635 -0.500966 -0.626797
172 -0.215046 -1.94197 -1.93215
215 -2.88887 0.501584 0.511804
219 -0.168614 -1.17503 0.914861
231 1.81424 -1.48814 1.24748
233 -3.35326 -2.10788 -1.41545
235 0.719681 -2.29351 1.83277
218 1.72874 2.62685 1.86863
232 0.873002 -4.12837 2.08507
234 2.33542 2.6907 -2.87881
236 -5.11218 -1.45452 2.12705
279 1.22713 1.94202 2.25086
283 -1.67747 -0.185625 -0.191873
295 0.0367156 3.98426 -0.316352
297 -1.6764 -0.543315 0.632719
299 6.47727 -0.287961 -1.57335
282 -1.45555 4.30705 -2.79346
296 0.111923 -0.880893 2.06745
298 4.03601 -1.47291 -0.32523
300 1.75555 3.30211 3.66352
343 4.48724 -0.913773 0.200033
347 0.0885777 -1.0967 3.51577
359 -0.0377476 2.73517 0.25865
361 -2.5919 0.942674 -0.732229
363 -1.54956 -2.26503 -1.97148
346 2.0021 -1.7275 -1.04647
360 0.0722218 0.39261 0.0307358
362 2.2986 0.688252 0.219715
364 0.790552 -0.19508 1.09391
407 -0.391918 -3.81165 -0.884173
411 -3.46256 -1.16691 -2.16934
423 -1.09194 0.114484 -1.05759
425 -1.32841 0.54602 -0.0772037
427 -1.96653 2.05961 -3.07194
410 -0.431932 0.66452 1.0135
424 -2.53162 -0.921916 -2.96045
426 1.53001 -1.3168 -0.0950219
428 0.10685 -0.744621 -1.48247
471 -1.57754 1.4187 2.16648
475 -0.175203 4.44258 2.9716
487 1.90929 2.25443 -1.64909
489 1.22083 -3.02699 -1.51926
491 -0.0963168 -0.952304 -0.239292
474 0.717574 -2.02139 -0.326705
488 0.769553 1.6667 1.84189
490 2.57023 0.332749 -2.15704
492 -0.450376 1.41401 -3.20668
535 1.57049 -2.76385 -0.0888573
539 0.727643 -0.570501 0.645007
551 -1.85307 0.782324 0.050248
553 -0.410463 -1.0336 -0.0323699
555 -3.54879 3.60556 -2.23927
538 -0.292005 0.446136 -0.630515
552 -0.225388 3.81225 2.04241
554 2.96261 0.929311 0.0746354
556 -0.644326 -0.690464 -2.25427
599 -0.625393 1.556 -2.27826
603 0.0861874 0.490516 3.77612
615 -3.41195 -0.679371 -0.0873361
617 -1.1727 -0.652033 -0.700216
619 2.42069 -1.08747 -0.839154
602 -2.39701 0.949821 0.93209
616 -2.48669 0.253398 0.974468
618 -0.915789 -0.360683 -1.78086
620 -0.0946575 -2.76718 0.0510308
663 2.99892 0.319125 1.23458
667 -0.806267 -0.439851 0.132231
679 -1.48124 1.17014 -0.201657
681 -0.773601 -3.23011 2.26741
683 -1.1082 -0.660788 -1.01864
682 -1.34972 -1.16999 1.82841
680 0.144227 -1.73332 0.252865
684 -0.389461 0.193649 0.694086
666 -0.289144 0.578692 -0.643421
727 -0.681557 2.27955 -1.28215
730 -1.63476 -1.93688 -1.57248
731 0.0728729 -0.278419 -1.75495
743 -2.53904 0.135292 1.03211
744 0.880484 1.87652 -0.359776
745 0.682977 2.10996 -1.0429
746 -0.606623 1.44637 -0.94056
747 -0.822395 0.698143 1.29909
748 -0.406761 -0.974067 0.575674
9 0.923862 -3.4356 0.139719
8 0.325943 0.17046 -2.23545
55 -0.584987 0.9048 0.403701
56 2.88826 -0.0215609 -1.61627
57 2.72954 2.39684 -1.02621
58 -0.126222 2.32953 3.09488
59 1.97217 -5.89695 2.0608
60 2.83641 -3.80255 -0.804263
119 2.54312 -2.05401 1.48764
123 0.725983 -1.25683 -5.11862
121 -0.0444409 -2.9913 4.62509
72 2.20233 -0.566176 -1.54663
73 -0.709868 -0.580961 -1.04956
137 -0.118924 -0.852573 0.285269
120 -1.33098 1.26386 0.367689
122 -1.93666 -3.22526 2.72527
124 1.34679 -0.727385 -0.784627
183 -1.30592 -2.49059 -1.24822
185 3.86441 0.348807 -0.555425
187 -0.470562 -0.907761 4.65287
184 -1.10941 -0.0917019 0.984524
186 0.886867 -1.49535 -0.168196
188 0.937605 1.54163 -0.598697
247 2.51163 3.2611 -4.20906
249 6.0682 -1.39348 5.06658
251 -2.06231 1.98155 -1.52568
200 2.74561 1.075 -0.644801
248 -0.71242 -0.290116 -0.962794
250 -2.47404 1.16345 0.0404928
252 3.92833 1.35664 4.87948
311 2.77543 -2.91309 3.90995
313 -3.42419 0.193149 -3.88093
315 -0.136044 0.311743 -1.32973
268 0.811856 0.368607 -1.0228
312 -0.758973 1.54273 0.0692553
314 -0.0917992 2.70335 4.17697
316 0.035605 0.915922 -0.49184
375 -0.508662 1.02001 0.918358
377 3.99025 3.85864 -4.63931
379 -1.25363 -1.03385 -0.571065
393 -1.21422 -1.15997 2.14923
376 0.478581 -1.58507 -2.09376
378 1.45783 0.585209 -1.77478
380 0.446835 -0.448313 -1.04733
439 4.58177 1.04075 -0.169097
441 2.33564 -3.54816 0.538654
443 1.71495 0.180756 0.597049
392 -3.1382 -0.282629 1.11048
457 2.69673 -3.98839 0.660482
440 -1.04244 1.0849 2.72342
442 4.15956 -0.754264 -0.992026
444 -2.22851 0.937479 1.46183
503 3.25962 2.70852 4.882
505 -2.04527 -0.259619 -1.93858
507 2.64193 0.272506 1.24231
460 1.22974 0.804989 1.55269
521 -0.192454 -0.695649 4.40839
504 -1.96548 -5.51366 -2.28827
